id,date,produit,categorie,region,montant,quantite
779,2024-01-19,Atlas Monde,Livres,Auvergne-Rhône-Alpes,147.18,9
780,2024-07-19,Guide Python,Livres,Nouvelle-Aquitaine,101.75,4
781,2024-09-13,Coussin Déco,Maison,Occitanie,173.8,9
782,2024-12-05,Cadre Photo,Maison,Île-de-France,137.84,4
783,2024-08-16,Écharpe Laine,Vêtements,Auvergne-Rhône-Alpes,113.85,3
784,2024-01-21,Sneakers Urban,Vêtements,Nouvelle-Aquitaine,235.65,4
785,2024-07-08,T-shirt Coton,Vêtements,Nouvelle-Aquitaine,132.16,4
786,2024-07-17,Écharpe Laine,Vêtements,Nouvelle-Aquitaine,516.36,8
787,2024-06-14,Laptop Pro,Électronique,PACA,378.9,2
788,2024-10-05,Tasse Design,Maison,Bretagne,209.77,10
789,2024-11-30,BD Manga,Livres,Bretagne,40.08,2
790,2024-07-26,Guide Python,Livres,Bretagne,146.21,6
791,2024-11-05,Plante Verte,Maison,Occitanie,27.54,1
792,2024-04-27,Sneakers Urban,Vêtements,Auvergne-Rhône-Alpes,100.05,2
793,2024-04-05,Coussin Déco,Maison,Auvergne-Rhône-Alpes,74.23,3
794,2024-07-31,Webcam HD,Électronique,Auvergne-Rhône-Alpes,1148.58,6
795,2024-04-17,Livre Cuisine,Livres,Occitanie,149.22,10
796,2024-01-23,Roman Policier,Livres,Auvergne-Rhône-Alpes,62.57,3
797,2024-09-19,Jean Slim,Vêtements,PACA,63.57,1
798,2024-05-12,T-shirt Coton,Vêtements,Auvergne-Rhône-Alpes,150.3,3
799,2024-11-22,Atlas Monde,Livres,Bretagne,25.25,1
800,2024-08-17,Lampe LED,Maison,Auvergne-Rhône-Alpes,373.56,10
801,2024-07-29,Guide Python,Livres,Auvergne-Rhône-Alpes,146.55,10
802,2024-09-18,Écharpe Laine,Vêtements,PACA,187.69,5
803,2024-10-29,Plante Verte,Maison,Bretagne,44.19,2
804,2024-01-09,Guide Python,Livres,Île-de-France,80.51,4
805,2024-02-19,Guide Python,Livres,Bretagne,58.36,3
806,2024-03-01,Clé USB 64Go,Électronique,Bretagne,325.74,2
807,2024-01-01,Écharpe Laine,Vêtements,Bretagne,352.06,7
808,2024-09-28,Lampe LED,Maison,PACA,154.63,7
809,2024-10-28,Livre Cuisine,Livres,Nouvelle-Aquitaine,140.07,10
810,2024-04-29,Veste Sport,Vêtements,Occitanie,83.4,2
811,2024-01-03,BD Manga,Livres,Auvergne-Rhône-Alpes,20.92,1
812,2024-07-11,Clé USB 64Go,Électronique,Île-de-France,750.13,4
813,2024-02-24,Plante Verte,Maison,Nouvelle-Aquitaine,78.06,3
814,2024-08-04,Tasse Design,Maison,Bretagne,248.13,10
815,2024-07-30,Plante Verte,Maison,Auvergne-Rhône-Alpes,298.58,9
816,2024-10-13,Guide Python,Livres,Nouvelle-Aquitaine,176.1,9
817,2024-12-27,Cadre Photo,Maison,Nouvelle-Aquitaine,225.51,7
818,2024-08-16,Webcam HD,Électronique,Auvergne-Rhône-Alpes,351.1,3
819,2024-11-10,BD Manga,Livres,Bretagne,14.91,1
820,2024-08-29,Laptop Pro,Électronique,Auvergne-Rhône-Alpes,1572.45,10
821,2024-07-08,Casque Audio,Électronique,Auvergne-Rhône-Alpes,356.17,2
822,2024-12-01,Livre Cuisine,Livres,Bretagne,150.53,9
823,2024-09-10,Smartphone X,Électronique,PACA,850.28,8
824,2024-11-02,Coussin Déco,Maison,Île-de-France,250.35,9
825,2024-12-11,Écharpe Laine,Vêtements,Auvergne-Rhône-Alpes,44.45,1
826,2024-05-21,Smartphone X,Électronique,Île-de-France,1031.63,7
827,2024-04-12,Livre Cuisine,Livres,Bretagne,115.39,9
828,2024-05-25,Laptop Pro,Électronique,Bretagne,1933.21,9
829,2024-04-25,Tasse Design,Maison,Nouvelle-Aquitaine,367.61,10
830,2024-01-03,Livre Cuisine,Livres,Bretagne,75.6,5
831,2024-09-14,Clé USB 64Go,Électronique,Île-de-France,728.98,5
832,2024-10-02,Clé USB 64Go,Électronique,Nouvelle-Aquitaine,1350.17,10
833,2024-09-04,Livre Cuisine,Livres,Bretagne,94.03,4
834,2024-01-15,Livre Cuisine,Livres,Bretagne,114.19,8
835,2024-04-22,Tablette 10,Électronique,PACA,804.08,4
836,2024-10-01,BD Manga,Livres,Bretagne,22.69,1
837,2024-02-17,Coussin Déco,Maison,Nouvelle-Aquitaine,216.82,7
838,2024-04-01,Lampe LED,Maison,Bretagne,190.22,8
839,2024-04-03,Écharpe Laine,Vêtements,Nouvelle-Aquitaine,197.86,4
840,2024-05-03,Jean Slim,Vêtements,PACA,194.72,5
841,2024-07-01,Jean Slim,Vêtements,Bretagne,178.63,3
842,2024-12-05,Laptop Pro,Électronique,PACA,1429.27,8
843,2024-11-13,Tablette 10,Électronique,Nouvelle-Aquitaine,984.49,6
844,2024-09-18,Plante Verte,Maison,Auvergne-Rhône-Alpes,127.29,5
845,2024-08-04,T-shirt Coton,Vêtements,Bretagne,522.62,8
846,2024-07-20,Clé USB 64Go,Électronique,Nouvelle-Aquitaine,479.59,3
847,2024-08-23,Webcam HD,Électronique,Bretagne,1126.23,6
848,2024-07-13,Webcam HD,Électronique,Auvergne-Rhône-Alpes,1170.9,10
849,2024-04-05,Cadre Photo,Maison,Nouvelle-Aquitaine,204.81,9
850,2024-06-24,Plante Verte,Maison,Bretagne,127.07,6
851,2024-12-24,Guide Python,Livres,Occitanie,107.14,6
852,2024-04-02,BD Manga,Livres,Occitanie,144.88,10
853,2024-05-18,T-shirt Coton,Vêtements,PACA,205.97,4
854,2024-03-17,Guide Python,Livres,Auvergne-Rhône-Alpes,193.61,8
855,2024-03-09,Sneakers Urban,Vêtements,Occitanie,456.51,9
856,2024-05-08,Plante Verte,Maison,Nouvelle-Aquitaine,312.03,9
857,2024-12-19,Tablette 10,Électronique,Île-de-France,336.61,3
858,2024-02-19,Plante Verte,Maison,PACA,259.13,8
859,2024-10-13,Tasse Design,Maison,Nouvelle-Aquitaine,325.23,9
860,2024-07-29,Tasse Design,Maison,Île-de-France,49.04,2
861,2024-11-28,Écharpe Laine,Vêtements,Bretagne,340.05,9
862,2024-12-10,Tasse Design,Maison,Nouvelle-Aquitaine,245.25,9
863,2024-11-10,Roman Policier,Livres,Occitanie,96.39,5
864,2024-06-21,Jean Slim,Vêtements,PACA,379.58,7
865,2024-03-23,Roman Policier,Livres,Île-de-France,95.32,6
866,2024-05-16,Tasse Design,Maison,PACA,303.93,10
867,2024-10-27,Plante Verte,Maison,Nouvelle-Aquitaine,331.29,9
868,2024-01-12,Guide Python,Livres,Auvergne-Rhône-Alpes,69.24,3
869,2024-03-26,Lampe LED,Maison,Auvergne-Rhône-Alpes,136.92,7
870,2024-01-28,Tablette 10,Électronique,Bretagne,197.51,1
871,2024-11-12,Laptop Pro,Électronique,Nouvelle-Aquitaine,345.35,3
872,2024-05-06,BD Manga,Livres,Auvergne-Rhône-Alpes,94.91,5
873,2024-03-28,Jean Slim,Vêtements,Bretagne,32.77,1
874,2024-08-27,Tasse Design,Maison,Occitanie,325.77,9
875,2024-10-03,Guide Python,Livres,PACA,63.32,3
876,2024-09-25,Atlas Monde,Livres,Occitanie,153.53,9
877,2024-04-26,Plante Verte,Maison,Bretagne,52.67,2
878,2024-03-20,Plante Verte,Maison,Nouvelle-Aquitaine,88.56,5
879,2024-08-28,Veste Sport,Vêtements,Nouvelle-Aquitaine,286.19,9
880,2024-01-05,Livre Cuisine,Livres,Nouvelle-Aquitaine,168.63,7
881,2024-07-10,T-shirt Coton,Vêtements,Bretagne,185.29,4
882,2024-03-24,Livre Cuisine,Livres,Auvergne-Rhône-Alpes,171.71,7
883,2024-08-04,Veste Sport,Vêtements,Île-de-France,200.39,4
884,2024-09-29,Tasse Design,Maison,PACA,128.79,5
885,2024-05-28,Smartphone X,Électronique,Auvergne-Rhône-Alpes,362.85,2
886,2024-11-14,BD Manga,Livres,PACA,122.43,8
887,2024-09-30,Smartphone X,Électronique,Île-de-France,127.31,1
888,2024-03-05,Casque Audio,Électronique,Nouvelle-Aquitaine,1538.02,8
889,2024-01-08,T-shirt Coton,Vêtements,Auvergne-Rhône-Alpes,314.55,8
890,2024-07-09,BD Manga,Livres,Occitanie,181.09,8
891,2024-03-15,Casque Audio,Électronique,Île-de-France,136.98,1
892,2024-08-28,Roman Policier,Livres,Bretagne,46.1,3
893,2024-03-03,Plante Verte,Maison,Île-de-France,100.78,4
894,2024-01-18,Guide Python,Livres,PACA,76.94,4
895,2024-04-16,Clé USB 64Go,Électronique,PACA,1213.56,8
896,2024-11-18,Tasse Design,Maison,Auvergne-Rhône-Alpes,32.39,1
897,2024-11-22,Casque Audio,Électronique,Occitanie,644.23,5
898,2024-02-27,Webcam HD,Électronique,Auvergne-Rhône-Alpes,723.8,4
899,2024-05-21,Lampe LED,Maison,Auvergne-Rhône-Alpes,198.93,10
900,2024-10-24,T-shirt Coton,Vêtements,Île-de-France,450.26,8
901,2024-05-07,Veste Sport,Vêtements,Île-de-France,148.49,3
902,2024-07-01,Lampe LED,Maison,Île-de-France,94.58,3
903,2024-04-29,Smartphone X,Électronique,Occitanie,1336.81,6
904,2024-04-08,Plante Verte,Maison,PACA,31.28,1
905,2024-01-21,Coussin Déco,Maison,Nouvelle-Aquitaine,253.06,8
906,2024-09-07,Cadre Photo,Maison,PACA,115.34,4
907,2024-08-27,Tasse Design,Maison,PACA,174.27,5
908,2024-03-20,T-shirt Coton,Vêtements,Bretagne,337.15,8
909,2024-08-20,Cadre Photo,Maison,Nouvelle-Aquitaine,33.02,1
910,2024-11-13,Guide Python,Livres,Île-de-France,142.65,6
911,2024-02-02,Veste Sport,Vêtements,PACA,548.87,9
912,2024-09-11,Écharpe Laine,Vêtements,PACA,333.44,9
913,2024-11-24,Tasse Design,Maison,Occitanie,118.26,6
914,2024-04-01,Laptop Pro,Électronique,Auvergne-Rhône-Alpes,129.25,1
915,2024-01-17,Guide Python,Livres,Île-de-France,218.41,10
916,2024-11-15,Livre Cuisine,Livres,Bretagne,162.86,10
917,2024-02-06,Coussin Déco,Maison,Bretagne,36.1,1
918,2024-08-27,Sneakers Urban,Vêtements,Île-de-France,44.49,1
919,2024-01-30,BD Manga,Livres,PACA,164.28,10
920,2024-06-04,Webcam HD,Électronique,Île-de-France,436.7,2
921,2024-04-28,Laptop Pro,Électronique,PACA,1361.16,9
922,2024-05-07,Écharpe Laine,Vêtements,PACA,540.12,10
923,2024-10-12,Écharpe Laine,Vêtements,PACA,408.52,7
924,2024-12-06,Plante Verte,Maison,PACA,246.1,7
925,2024-07-24,Jean Slim,Vêtements,Bretagne,392.85,9
926,2024-08-14,Écharpe Laine,Vêtements,Bretagne,383.94,6
927,2024-11-20,Tasse Design,Maison,Occitanie,238.16,7
928,2024-10-15,Cadre Photo,Maison,Auvergne-Rhône-Alpes,196.01,9
929,2024-08-17,Tasse Design,Maison,Occitanie,122.53,7
930,2024-01-09,Casque Audio,Électronique,Bretagne,1090.89,9
931,2024-04-23,Lampe LED,Maison,Nouvelle-Aquitaine,138.46,4
932,2024-10-10,Webcam HD,Électronique,Nouvelle-Aquitaine,1545.83,9
933,2024-08-23,T-shirt Coton,Vêtements,Île-de-France,222.72,6
934,2024-05-07,Tasse Design,Maison,Bretagne,90.5,4
935,2024-07-23,Lampe LED,Maison,Bretagne,358.58,10
936,2024-09-04,Webcam HD,Électronique,Nouvelle-Aquitaine,490.78,3
937,2024-06-02,Clé USB 64Go,Électronique,PACA,192.69,1
938,2024-06-20,Roman Policier,Livres,Île-de-France,151.61,6
939,2024-04-26,Livre Cuisine,Livres,Île-de-France,259.73,10
940,2024-09-25,Roman Policier,Livres,Nouvelle-Aquitaine,17.2,1
941,2024-12-23,Veste Sport,Vêtements,Bretagne,148.06,4
942,2024-10-21,Livre Cuisine,Livres,Bretagne,125.07,9
943,2024-03-16,BD Manga,Livres,Occitanie,52.32,3
944,2024-01-26,Atlas Monde,Livres,PACA,165.14,9
945,2024-08-10,Tablette 10,Électronique,Bretagne,589.33,3
946,2024-09-06,Atlas Monde,Livres,Auvergne-Rhône-Alpes,153.95,7
947,2024-09-25,Écharpe Laine,Vêtements,Bretagne,160.89,4
948,2024-12-16,Plante Verte,Maison,Nouvelle-Aquitaine,192.92,10
949,2024-06-27,Livre Cuisine,Livres,Nouvelle-Aquitaine,68.87,4
950,2024-06-28,Casque Audio,Électronique,Auvergne-Rhône-Alpes,2035.9,10
951,2024-08-13,Atlas Monde,Livres,Auvergne-Rhône-Alpes,25.91,1
952,2024-07-10,Jean Slim,Vêtements,PACA,176.34,3
953,2024-01-28,Laptop Pro,Électronique,PACA,875.49,4
954,2024-06-24,Veste Sport,Vêtements,Île-de-France,84.97,2
955,2024-04-17,Roman Policier,Livres,Nouvelle-Aquitaine,140.86,9
956,2024-11-14,Cadre Photo,Maison,Occitanie,94.2,3
957,2024-12-05,Tablette 10,Électronique,Bretagne,991.96,9
958,2024-04-12,T-shirt Coton,Vêtements,Nouvelle-Aquitaine,412.66,10
959,2024-07-17,Roman Policier,Livres,Île-de-France,110.73,5
960,2024-05-29,Lampe LED,Maison,Île-de-France,154.86,7
961,2024-02-20,Atlas Monde,Livres,PACA,117.47,6
962,2024-09-13,Smartphone X,Électronique,Auvergne-Rhône-Alpes,1378.26,8
963,2024-09-28,Laptop Pro,Électronique,Auvergne-Rhône-Alpes,725.14,5
964,2024-06-26,Guide Python,Livres,Île-de-France,106.3,6
965,2024-05-21,Coussin Déco,Maison,Bretagne,30.02,1
966,2024-05-23,Roman Policier,Livres,Bretagne,59.14,4
967,2024-07-14,Guide Python,Livres,Île-de-France,237.89,9
968,2024-10-20,Sneakers Urban,Vêtements,Auvergne-Rhône-Alpes,140.56,3
969,2024-08-17,Cadre Photo,Maison,Nouvelle-Aquitaine,181.22,9
970,2024-12-16,Écharpe Laine,Vêtements,Bretagne,250.21,4
971,2024-08-08,Cadre Photo,Maison,Auvergne-Rhône-Alpes,91.87,3
972,2024-10-12,Veste Sport,Vêtements,Île-de-France,590.85,9
973,2024-03-15,Smartphone X,Électronique,Nouvelle-Aquitaine,196.85,1
974,2024-08-14,Livre Cuisine,Livres,Nouvelle-Aquitaine,73.94,5
975,2024-04-04,T-shirt Coton,Vêtements,Auvergne-Rhône-Alpes,58.95,1
976,2024-11-09,Cadre Photo,Maison,Bretagne,117.71,4
977,2024-02-10,T-shirt Coton,Vêtements,Nouvelle-Aquitaine,290.62,8
978,2024-07-17,BD Manga,Livres,Auvergne-Rhône-Alpes,155.39,8
979,2024-01-17,Jean Slim,Vêtements,Auvergne-Rhône-Alpes,413.16,7
980,2024-04-23,Casque Audio,Électronique,Occitanie,783.73,4
981,2024-11-11,Smartphone X,Électronique,Occitanie,1500.35,8
982,2024-07-26,Guide Python,Livres,Occitanie,21.35,1
983,2024-11-09,BD Manga,Livres,Occitanie,211.51,10
984,2024-08-19,Clé USB 64Go,Électronique,Île-de-France,1633.93,8
985,2024-10-02,Smartphone X,Électronique,Bretagne,1561.42,7
986,2024-09-21,Clé USB 64Go,Électronique,Occitanie,127.78,1
987,2024-05-26,Livre Cuisine,Livres,Nouvelle-Aquitaine,119.98,8
988,2024-12-19,Cadre Photo,Maison,Île-de-France,320.16,9
989,2024-09-13,Livre Cuisine,Livres,Île-de-France,30.38,2
990,2024-06-14,Sneakers Urban,Vêtements,Occitanie,259.17,8
991,2024-04-13,Atlas Monde,Livres,PACA,111.19,8
992,2024-03-04,Coussin Déco,Maison,PACA,39.57,2
993,2024-09-25,BD Manga,Livres,Île-de-France,161.47,7
994,2024-07-13,Sneakers Urban,Vêtements,Bretagne,59.16,1
995,2024-03-17,Cadre Photo,Maison,PACA,104.63,3
996,2024-06-06,T-shirt Coton,Vêtements,Occitanie,288.93,5
997,2024-04-02,BD Manga,Livres,PACA,51.08,2
998,2024-05-09,T-shirt Coton,Vêtements,Bretagne,48.01,1
999,2024-11-07,Atlas Monde,Livres,Île-de-France,128.2,8
1000,2024-08-14,Livre Cuisine,Livres,Occitanie,42.52,2
